"Nº pers","% HorTbjo","Casilla selección empleado a t","Porcentaje_HTrab"
16281,100,"No",100
16280,100,"No",100
16279,100,"No",100
16278,100,"No",100
16277,100,"No",100
16288,100,"No",100
16286,100,"No",100
16285,26.67,"Sí",27
16284,100,"No",100
16283,66.67,"Sí",67
16298,100,"No",100
16297,50,"Sí",50
16296,100,"Sí",100
16293,100,"No",100
16291,100,"No",100
16303,100,"No",100
16302,100,"No",100
16301,100,"No",100
16300,100,"No",100
16299,100,"No",100
16313,40,"Sí",40
16312,100,"No",100
16307,100,"Sí",100
16305,75,"Sí",75
16304,100,"No",100
16321,100,"No",100
16318,66.67,"Sí",67
16317,100,"Sí",100
16315,100,"No",100
16314,75,"Sí",75
16330,100,"No",100
16328,33.33,"Sí",33
16326,100,"No",100
16325,100,"No",100
16324,100,"No",100
16336,80,"Sí",80
16334,100,"No",100
16333,66.67,"Sí",67
16332,100,"No",100
16331,100,"Sí",100
16348,100,"No",100
16347,100,"No",100
16341,40,"Sí",40
16340,85,"Sí",85
16339,80,"Sí",80
16358,73.33,"Sí",73
16356,100,"No",100
16354,100,"No",100
16353,100,"No",100
16351,80,"Sí",80
16370,100,"No",100
16367,100,"No",100
16364,100,"No",100
16363,83.33,"Sí",83
16361,100,"No",100
16377,100,"No",100
16376,100,"No",100
16375,100,"No",100
16374,100,"No",100
16372,100,"No",100
16383,100,"No",100
16381,53.33,"Sí",53
16380,100,"No",100
16379,100,"No",100
16378,100,"Sí",100
16400,100,"No",100
16397,100,"No",100
16395,100,"No",100
16390,100,"No",100
16386,100,"No",100
16406,100,"No",100
16405,100,"No",100
16403,100,"No",100
16402,100,"No",100
16401,100,"No",100
16412,100,"No",100
16411,100,"No",100
16410,100,"No",100
16409,100,"No",100
16408,100,"No",100
16420,77.33,"Sí",77
16419,100,"No",100
16417,100,"No",100
16415,100,"No",100
16414,100,"No",100
16426,100,"No",100
16425,100,"No",100
16423,100,"Sí",100
16422,100,"No",100
16421,100,"No",100
16441,100,"No",100
16439,100,"No",100
16438,100,"No",100
16428,50,"Sí",50
16427,100,"No",100
16451,100,"No",100
16450,100,"No",100
16449,100,"No",100
16446,80,"Sí",80
16442,100,"No",100
16463,100,"No",100
16460,100,"No",100
16457,100,"No",100
16454,85,"Sí",85
16452,100,"No",100
16485,73.33,"Sí",73
16484,85,"Sí",85
16470,100,"No",100
16465,75,"Sí",75
16464,100,"No",100
16494,100,"No",100
16493,100,"No",100
16492,100,"No",100
16488,100,"No",100
16486,100,"No",100
16501,100,"Sí",100
16498,100,"No",100
16497,100,"No",100
16496,100,"No",100
16495,100,"No",100
16509,100,"No",100
16508,100,"No",100
16504,100,"No",100
16503,100,"No",100
16502,100,"No",100
16522,100,"No",100
16517,100,"No",100
16514,100,"No",100
16513,100,"No",100
16512,25,"Sí",25
16534,100,"No",100
16531,100,"No",100
16526,100,"No",100
16525,100,"No",100
16524,100,"No",100
16548,100,"No",100
16546,100,"No",100
16545,100,"No",100
16542,100,"No",100
16539,100,"No",100
16556,100,"No",100
16555,100,"No",100
16552,100,"No",100
16550,100,"No",100
16549,100,"No",100
16575,100,"No",100
16573,100,"No",100
16567,100,"No",100
16563,100,"No",100
16559,100,"No",100
16581,100,"No",100
16580,100,"No",100
16579,100,"No",100
16578,100,"No",100
16576,100,"No",100
16588,100,"No",100
16587,100,"No",100
16586,100,"No",100
16583,100,"No",100
16582,100,"No",100
16593,100,"No",100
16592,100,"No",100
16591,100,"No",100
16590,100,"No",100
16589,100,"No",100
16598,100,"No",100
16597,100,"No",100
16596,100,"No",100
16595,100,"No",100
16594,100,"No",100
16606,100,"No",100
16604,100,"No",100
16603,100,"No",100
16602,100,"No",100
16599,100,"No",100
16613,100,"No",100
16612,100,"No",100
16610,100,"No",100
16609,100,"No",100
16607,100,"No",100
16618,100,"No",100
16617,100,"No",100
16616,100,"No",100
16615,100,"No",100
16614,100,"No",100
16625,100,"No",100
16624,100,"No",100
16623,100,"No",100
16621,100,"No",100
16619,100,"No",100
16630,100,"No",100
16629,100,"No",100
16628,100,"No",100
16627,100,"No",100
16626,100,"No",100
16635,100,"No",100
16634,100,"No",100
16633,100,"No",100
16632,100,"No",100
16631,100,"No",100
16640,100,"No",100
16639,100,"No",100
16638,100,"No",100
16637,100,"No",100
16636,100,"No",100
16645,100,"No",100
16644,100,"No",100
16643,100,"No",100
16642,100,"No",100
16641,100,"No",100
16650,100,"No",100
16649,100,"No",100
16648,100,"No",100
16647,100,"No",100
16646,100,"No",100
16655,100,"No",100
16654,100,"No",100
16653,100,"No",100
16652,100,"No",100
16651,100,"No",100
16660,100,"No",100
16659,100,"No",100
16658,100,"No",100
16657,100,"No",100
16656,100,"No",100
16665,100,"No",100
16664,100,"No",100
16663,100,"No",100
16662,100,"No",100
16661,100,"No",100
16670,71.43,"Sí",71
16669,100,"No",100
16668,100,"No",100
16667,100,"No",100
16666,100,"No",100
16675,100,"No",100
16674,100,"No",100
16673,100,"No",100
16672,100,"No",100
16671,100,"No",100
16681,100,"No",100
16680,100,"No",100
16679,100,"No",100
16677,100,"No",100
16676,100,"No",100
16690,100,"No",100
16689,100,"No",100
16688,50,"Sí",50
16687,100,"No",100
16682,100,"No",100
16695,100,"No",100
16694,100,"No",100
16693,100,"No",100
16692,100,"No",100
16691,100,"No",100
16700,100,"No",100
16699,66.67,"Sí",67
16698,100,"No",100
16697,100,"No",100
16696,100,"Sí",100
16706,100,"Sí",100
16705,100,"No",100
16703,73.33,"Sí",73
16702,100,"No",100
16701,100,"No",100
16711,100,"No",100
16710,100,"No",100
16709,100,"No",100
16708,100,"No",100
16707,100,"No",100
16716,100,"No",100
16715,100,"No",100
16714,100,"Sí",100
16713,100,"No",100
16712,86.67,"Sí",87
16721,100,"No",100
16720,100,"No",100
16719,100,"No",100
16718,100,"No",100
16717,100,"No",100
16726,100,"No",100
16725,100,"No",100
16724,100,"No",100
16723,100,"No",100
16722,100,"No",100
16731,100,"No",100
16730,100,"No",100
16729,100,"No",100
16728,73.33,"Sí",73
16727,100,"No",100
16739,100,"No",100
16738,100,"No",100
16737,100,"Sí",100
16736,100,"No",100
16735,100,"No",100
16744,100,"No",100
16743,100,"No",100
16742,60,"Sí",60
16741,100,"No",100
16740,100,"No",100
16749,100,"No",100
16748,100,"No",100
16747,100,"No",100
16746,50,"Sí",50
16745,100,"No",100
16754,100,"No",100
16753,100,"No",100
16752,100,"No",100
16751,100,"No",100
16750,100,"No",100
16759,100,"No",100
16758,100,"No",100
16757,100,"No",100
16756,100,"No",100
16755,100,"No",100
16765,100,"No",100
16764,100,"No",100
16762,100,"No",100
16761,100,"No",100
16760,100,"No",100
16771,100,"No",100
16770,100,"No",100
16768,100,"No",100
16767,100,"No",100
16766,100,,100
16778,100,"No",100
16775,100,"No",100
16774,100,"No",100
16773,100,"No",100
16772,100,"No",100
16788,100,"No",100
16787,100,"No",100
16783,100,"No",100
16782,100,"No",100
16781,100,"No",100
16795,100,"No",100
16794,100,"No",100
16793,100,"No",100
16790,100,"No",100
16789,100,"No",100
16809,100,"No",100
16808,100,"No",100
16799,100,"No",100
16797,100,"No",100
16796,100,"No",100
16815,100,"No",100
16814,100,"No",100
16813,100,"No",100
16811,100,"No",100
16810,100,"No",100
16822,100,"No",100
16820,100,"No",100
16819,100,"No",100
16817,100,"No",100
16816,100,"No",100
16830,100,"No",100
16829,100,"No",100
16828,100,"No",100
16827,100,"No",100
16826,100,"No",100
16836,100,"No",100
16835,100,"No",100
16834,100,"No",100
16832,100,"No",100
16831,100,"No",100
16841,100,"No",100
16840,100,"No",100
16839,100,"No",100
16838,100,"Sí",100
16837,100,"No",100
16846,100,"No",100
16845,100,"No",100
16844,100,"No",100
16843,85,"Sí",85
16842,100,"No",100
16853,100,"No",100
16852,100,"No",100
16851,100,"No",100
16850,100,"No",100
16848,100,"No",100
16859,100,"No",100
16858,100,"No",100
16857,100,"No",100
16856,50,"Sí",50
16855,100,"No",100
16866,85,"Sí",85
16863,100,"No",100
16862,100,"No",100
16861,50,"Sí",50
16860,100,"No",100
16872,100,"No",100
16870,100,"No",100
16869,100,"No",100
16868,100,"No",100
16867,60,"Sí",60
16877,100,"No",100
16876,100,"No",100
16875,100,"No",100
16874,100,"No",100
16873,100,"No",100
16884,100,"No",100
16883,100,"No",100
16882,100,"No",100
16881,100,"No",100
16880,100,"No",100
16889,100,"No",100
16888,100,"No",100
16887,100,"No",100
16886,100,"No",100
16885,100,"No",100
16895,100,"No",100
16894,100,"No",100
16893,100,"No",100
16892,100,"No",100
16891,100,"No",100
16901,100,"No",100
16900,100,"No",100
16898,100,"No",100
16897,100,"No",100
16896,100,"No",100
16907,100,"No",100
16906,100,"No",100
16905,100,"No",100
16903,100,"No",100
16902,100,"No",100
16915,100,"No",100
16913,100,"No",100
16912,100,"No",100
16910,100,"No",100
16909,100,"No",100
16920,100,"No",100
16919,100,"No",100
16918,100,"No",100
16917,100,"No",100
16916,100,"No",100
16925,100,"No",100
16924,100,"No",100
16923,100,"No",100
16922,100,"No",100
16921,100,"No",100
16931,100,"No",100
16930,100,"No",100
16929,100,"No",100
16927,100,"No",100
16926,100,"No",100
16936,100,"No",100
16935,100,"No",100
16934,100,"No",100
16933,100,"No",100
16932,100,"No",100
16941,100,"No",100
16940,100,"No",100
16939,100,"No",100
16938,100,"No",100
16937,100,"No",100
16949,100,"No",100
16947,100,"No",100
16946,100,"No",100
16945,100,"No",100
16944,100,"No",100
16958,100,"No",100
16955,100,"No",100
16953,100,"No",100
16952,100,"No",100
16950,100,"No",100
16966,100,"No",100
16965,100,"No",100
16962,100,"No",100
16960,100,"No",100
16959,100,"No",100
16971,100,"No",100
16970,100,"No",100
16969,100,"No",100
16968,100,"No",100
16967,100,"No",100
16980,100,"No",100
16978,100,"No",100
16976,100,"No",100
16974,100,"No",100
16972,100,"No",100
16987,100,"No",100
16986,100,"No",100
16985,100,"No",100
16984,100,"No",100
16982,100,"No",100
16996,100,"No",100
16994,100,"No",100
16993,100,"No",100
16992,100,"No",100
16989,100,"No",100
17003,100,"No",100
17002,50,"Sí",50
17001,100,"No",100
16999,100,"No",100
16997,50,"Sí",50
17008,100,"No",100
17007,100,"No",100
17006,100,"No",100
17005,100,"No",100
17004,100,"No",100
17013,100,"No",100
17012,100,"No",100
17011,100,"No",100
17010,100,"No",100
17009,66.67,"Sí",67
17021,100,"No",100
17020,73.33,"Sí",73
17018,100,"No",100
17016,100,"No",100
17015,100,"No",100
17028,100,"Sí",100
17027,33.33,"Sí",33
17024,100,"No",100
17023,100,"No",100
17022,100,"No",100
17036,100,"No",100
17035,100,"No",100
17034,100,"No",100
17032,100,"No",100
17029,100,"No",100
17045,100,"No",100
17044,66.67,"Sí",67
17039,50,"Sí",50
17038,100,"No",100
17037,50,"Sí",50
17050,100,"No",100
17049,100,"No",100
17048,100,"No",100
17047,100,"No",100
17046,100,"No",100
17056,50,"Sí",50
17055,100,"No",100
17054,100,"No",100
17053,100,"Sí",100
17052,33.33,"Sí",33
17063,100,"No",100
17061,100,"No",100
17060,66.7,"Sí",67
17059,100,"No",100
17057,100,"No",100
17069,100,"No",100
17067,50,"Sí",50
17066,100,"No",100
17065,100,"No",100
17064,100,"No",100
17074,100,"No",100
17073,100,"No",100
17072,100,"No",100
17071,100,"No",100
17070,100,"No",100
17079,59.46,"Sí",59
17078,100,"No",100
17077,73.33,"Sí",73
17076,100,"No",100
17075,100,"No",100
17086,100,"No",100
17085,100,"No",100
17082,100,"No",100
17081,100,"No",100
17080,100,"No",100
17091,100,"No",100
17090,100,"No",100
17089,100,"No",100
17088,50,"Sí",50
17087,100,"No",100
17096,100,"No",100
17095,100,"No",100
17094,66.66,"Sí",67
17093,73.33,"Sí",73
17092,50,"Sí",50
17103,100,"No",100
17101,100,"No",100
17100,100,"No",100
17098,100,"No",100
17097,100,"No",100
17109,100,"No",100
17108,100,"No",100
17107,100,"No",100
17105,100,"No",100
17104,100,"No",100
17115,100,"No",100
17114,66.67,"Sí",67
17113,50,"Sí",50
17112,100,"No",100
17111,67,"Sí",67
17120,66.67,"Sí",67
17119,86.67,"Sí",87
17118,100,"No",100
17117,100,"No",100
17116,66.67,"Sí",67
17125,100,"No",100
17124,100,"No",100
17123,100,"No",100
17122,100,"No",100
17121,100,"No",100
17130,100,"No",100
17129,100,"No",100
17128,100,"No",100
17127,100,"No",100
17126,100,"No",100
17138,100,"No",100
17137,100,"No",100
17134,100,"No",100
17132,100,"No",100
17131,100,"No",100
17143,100,"No",100
17142,100,"No",100
17141,100,"No",100
17140,100,"No",100
17139,100,"No",100
17149,100,"No",100
17148,100,"No",100
17147,100,"No",100
17146,100,"No",100
17144,100,"No",100
17154,100,"No",100
17153,100,"No",100
17152,50,"Sí",50
17151,100,"No",100
17150,100,"No",100
17163,100,"No",100
17160,100,"No",100
17159,100,"No",100
17158,100,"No",100
17156,100,"No",100
17173,100,"No",100
17172,100,"No",100
17169,100,"No",100
17168,100,"No",100
17166,100,"No",100
17184,100,"No",100
17183,100,"No",100
17179,100,"No",100
17177,100,"No",100
17176,100,"No",100
17192,100,"No",100
17189,100,"No",100
17188,100,"No",100
17187,100,"No",100
17185,100,"No",100
17201,100,"No",100
17200,100,"Sí",100
17198,100,"No",100
17197,100,"No",100
17193,100,"No",100
17209,100,"No",100
17208,100,"Sí",100
17207,100,"No",100
17205,100,"No",100
17204,100,"No",100
17218,100,"No",100
17217,100,"No",100
17216,100,"No",100
17213,100,"No",100
17211,100,"Sí",100
17225,100,"No",100
17224,100,"No",100
17221,100,"No",100
17220,100,"No",100
17219,100,"No",100
17233,100,"Sí",100
17230,100,"No",100
17229,100,"No",100
17228,100,"No",100
17226,100,"No",100
17242,100,"No",100
17240,100,"No",100
17239,100,"No",100
17238,86.67,"Sí",87
17234,100,"No",100
17257,100,"No",100
17254,100,"No",100
17250,100,"No",100
17245,100,"No",100
17243,100,"No",100
17266,100,"No",100
17264,100,"No",100
17262,100,"No",100
17261,100,"No",100
17258,100,"No",100
17274,100,"No",100
17273,100,"No",100
17270,100,"No",100
17269,100,"No",100
17267,100,"No",100
17285,100,"No",100
17284,100,"No",100
17282,100,"No",100
17280,100,"No",100
17279,100,"No",100
17291,100,"No",100
17290,100,"No",100
17288,100,"No",100
17287,100,"No",100
17286,100,"No",100
17297,100,"No",100
17295,100,"No",100
17294,100,"No",100
17293,100,"No",100
17292,100,"No",100
17302,71,"Sí",71
17301,100,"No",100
17300,100,"No",100
17299,100,"No",100
17298,100,"No",100
17311,100,"No",100
17310,100,"No",100
17308,100,"No",100
17305,100,"No",100
17303,50,"Sí",50
17317,100,"No",100
17316,100,"No",100
17314,100,"No",100
17313,100,"No",100
17312,100,"No",100
17323,100,"No",100
17322,100,"No",100
17320,100,"No",100
17319,100,"No",100
17318,100,"No",100
17328,100,"No",100
17327,100,"No",100
17326,66.67,"Sí",67
17325,100,"No",100
17324,100,"No",100
17333,100,"No",100
17332,100,"No",100
17331,100,"No",100
17330,100,"No",100
17329,50,"Sí",50
17339,100,"No",100
17338,100,"No",100
17336,100,"No",100
17335,73.33,"Sí",73
17334,100,"No",100
17345,100,"No",100
17343,100,"Sí",100
17342,100,"No",100
17341,100,"No",100
17340,100,"No",100
17353,100,"No",100
17352,100,"No",100
17351,100,"No",100
17349,100,"No",100
17347,100,"No",100
17359,66.67,"Sí",67
17358,100,"No",100
17356,100,"No",100
17355,100,"No",100
17354,100,"No",100
17365,100,"No",100
17364,100,"No",100
17362,100,"No",100
17361,100,"No",100
17360,100,"No",100
17372,100,"No",100
17371,66.71,"Sí",67
17370,100,"No",100
17369,100,"No",100
17366,100,"No",100
17379,100,"No",100
17378,100,"No",100
17376,100,"No",100
17374,73.33,"Sí",73
17373,100,"No",100
17387,100,"No",100
17386,100,"No",100
17385,100,"No",100
17384,100,"No",100
17380,100,"No",100
17392,100,"No",100
17391,100,"No",100
17390,100,"No",100
17389,100,"No",100
17388,100,"No",100
17400,100,"No",100
17399,100,"No",100
17398,90,"Sí",90
17397,100,"No",100
17395,100,"No",100
17405,100,"No",100
17404,100,"No",100
17403,100,"No",100
17402,100,"No",100
17401,100,"No",100
17411,100,"No",100
17410,100,"No",100
17409,100,"No",100
17408,100,"No",100
17407,100,"No",100
17418,100,"No",100
17417,100,"No",100
17415,100,"No",100
17413,100,"No",100
17412,100,"No",100
17423,100,"No",100
17422,100,"No",100
17421,100,"No",100
17420,100,"No",100
17419,100,"No",100
17428,100,"No",100
17427,100,"No",100
17426,100,"No",100
17425,100,"No",100
17424,100,"No",100
17433,100,"No",100
17432,100,"No",100
17431,100,"No",100
17430,100,"No",100
17429,100,"No",100
17440,100,"No",100
17438,100,"No",100
17437,100,"No",100
17435,100,"No",100
17434,100,"No",100
17445,100,"No",100
17444,100,"No",100
17443,100,"No",100
17442,100,"No",100
17441,100,"No",100
17451,100,"No",100
17450,100,"No",100
17448,100,"No",100
17447,100,"No",100
17446,100,"No",100
17456,100,"No",100
17455,100,"No",100
17454,100,"No",100
17453,100,"No",100
17452,100,"No",100
17461,100,"No",100
17460,100,"No",100
17459,100,"No",100
17458,100,"No",100
17457,100,"No",100
17467,100,"No",100
17466,100,"No",100
17464,100,"No",100
17463,100,"No",100
17462,100,"No",100
17473,100,"No",100
17472,100,"No",100
17471,100,"No",100
17470,100,"No",100
17468,100,"No",100
17478,100,"No",100
17477,100,"No",100
17476,100,"No",100
17475,100,"No",100
17474,100,"No",100
17484,100,"No",100
17483,100,"No",100
17482,100,"No",100
17481,100,"No",100
17479,100,"No",100
17490,100,"No",100
17489,100,"No",100
17488,100,"No",100
17486,100,"No",100
17485,100,"No",100
17497,100,"No",100
17494,100,"No",100
17493,100,"No",100
17492,100,"No",100
17491,100,"No",100
17503,100,"No",100
17502,100,"No",100
17501,100,"No",100
17500,100,"No",100
17499,100,"No",100
17511,100,"No",100
17510,100,"No",100
17509,100,"No",100
17508,100,"No",100
17504,100,"No",100
17517,100,"No",100
17516,100,"No",100
17515,100,"No",100
17513,100,"No",100
17512,100,"No",100
17522,100,"No",100
17521,100,"No",100
17520,100,"No",100
17519,100,"No",100
17518,100,"No",100
17527,100,"No",100
17526,100,"No",100
17525,100,"No",100
17524,100,"No",100
17523,100,"No",100
17535,100,"No",100
17534,100,"No",100
17530,100,"No",100
17529,100,"No",100
17528,100,"No",100
17542,100,"No",100
17541,100,"No",100
17538,100,"No",100
17537,100,"No",100
17536,100,"No",100
17549,100,"No",100
17548,100,"No",100
17547,100,"No",100
17546,100,"No",100
17544,100,"No",100
17557,100,"No",100
17556,100,"No",100
17553,100,"No",100
17552,100,"No",100
17551,100,"No",100
17565,100,"No",100
17563,100,"No",100
17562,100,"No",100
17560,100,"No",100
17558,100,"No",100
17571,100,"No",100
17570,100,"No",100
17568,100,"Sí",100
17567,100,"No",100
17566,100,"No",100
17580,100,"No",100
17579,100,"No",100
17578,100,"No",100
17576,100,"No",100
17572,100,"No",100
17589,100,"No",100
17588,100,"No",100
17586,100,"No",100
17584,100,"No",100
17583,100,"No",100
17598,100,"No",100
17595,100,"No",100
17593,100,"No",100
17592,100,"No",100
17591,100,"No",100
17606,100,"No",100
17603,66.66,"Sí",67
17601,75,"Sí",75
17600,100,"No",100
17599,100,"No",100
17614,100,"No",100
17612,100,"Sí",100
17611,100,"Sí",100
17610,100,"No",100
17608,100,"No",100
17622,100,"No",100
17621,100,"No",100
17620,100,"No",100
17619,100,"No",100
17615,100,"No",100
17628,100,"No",100
17627,100,"No",100
17626,100,"No",100
17624,100,"No",100
17623,100,"No",100
17633,100,"No",100
17632,100,"No",100
17631,100,"No",100
17630,100,"No",100
17629,50,"Sí",50
17639,100,"No",100
17637,100,"No",100
17636,50,"Sí",50
17635,100,"No",100
17634,100,"No",100
17649,100,"No",100
17648,100,"No",100
17644,100,"No",100
17643,50,"Sí",50
17641,100,"No",100
17656,100,"No",100
17655,100,"No",100
17652,66.67,"Sí",67
17651,100,"No",100
17650,100,"No",100
17662,100,"Sí",100
17660,100,"No",100
17659,100,"No",100
17658,100,"No",100
17657,66.67,"Sí",67
17670,100,"No",100
17669,100,"No",100
17666,100,"No",100
17665,100,"No",100
17663,100,"No",100
17676,100,"No",100
17675,67,"Sí",67
17674,71.4,"Sí",71
17673,100,"No",100
17671,100,"No",100
17685,100,"No",100
17681,85.71,"Sí",86
17679,100,"No",100
17678,50,"Sí",50
17677,100,"No",100
17693,100,"No",100
17692,100,"No",100
17691,100,"No",100
17689,100,"No",100
17688,100,"No",100
17698,100,"No",100
17697,50,"Sí",50
17696,66.67,"Sí",67
17695,100,"No",100
17694,100,"No",100
17717,75,"Sí",75
17715,100,"No",100
17713,100,"No",100
17704,100,"No",100
17700,50,"Sí",50
17727,100,"No",100
17725,100,"No",100
17723,100,"No",100
17722,100,"No",100
17720,100,"No",100
17737,33.33,"Sí",33
17733,100,"No",100
17730,100,"No",100
17729,100,"No",100
17728,100,"No",100
17745,100,"Sí",100
17743,100,"No",100
17740,100,"No",100
17739,100,"No",100
17738,100,"No",100
17757,33,"Sí",33
17754,100,"No",100
17753,100,"No",100
17748,50,"Sí",50
17747,100,"No",100
17764,100,"No",100
17762,100,"No",100
17761,100,"No",100
17759,100,"No",100
17758,100,"No",100
17773,100,"No",100
17771,100,"No",100
17770,100,"Sí",100
17768,100,"No",100
17767,100,"No",100
17781,100,"No",100
17780,100,"No",100
17779,73.33,"Sí",73
17776,100,"No",100
17775,100,"No",100
17793,100,"No",100
17790,66.67,"Sí",67
17787,100,"No",100
17785,100,"No",100
17783,100,"No",100
17801,100,"No",100
17800,100,"No",100
17799,100,"No",100
17797,100,"No",100
17795,100,"No",100
17809,100,"No",100
17806,100,"No",100
17805,100,"No",100
17803,66.67,"Sí",67
17802,100,"No",100
17815,100,"No",100
17813,100,"No",100
17812,100,"No",100
17811,100,"No",100
17810,50,"Sí",50
17827,100,"No",100
17824,100,"No",100
17822,50,"Sí",50
17820,100,"No",100
17819,100,"No",100
17837,100,"No",100
17836,100,"No",100
17831,100,"No",100
17830,100,"No",100
17829,100,"No",100
17843,100,"No",100
17842,50,"Sí",50
17841,100,"No",100
17840,100,"No",100
17839,100,"No",100
17852,100,"No",100
17850,50,"Sí",50
17848,100,"No",100
17847,100,"No",100
17846,100,"Sí",100
17860,100,"No",100
17859,100,"No",100
17857,100,"No",100
17855,100,"No",100
17853,100,"No",100
17869,100,"No",100
17868,26.67,"Sí",27
17865,50,"Sí",50
17862,100,"No",100
17861,73.15,"Sí",73
17878,100,"No",100
17874,100,"No",100
17873,100,"No",100
17872,100,"No",100
17871,100,"No",100
17884,100,"No",100
17883,100,"No",100
17881,100,"No",100
17880,100,"No",100
17879,100,"No",100
17891,100,"No",100
17890,100,"No",100
17889,100,"No",100
17888,100,"No",100
17887,100,"No",100
17897,100,"No",100
17896,50,"Sí",50
17895,100,"No",100
17894,100,"No",100
17892,100,"No",100
17902,100,"No",100
17901,100,"No",100
17900,100,"No",100
17899,100,"No",100
17898,100,"No",100
17915,100,"No",100
17911,100,"No",100
17910,100,"No",100
17904,100,"No",100
17903,100,"No",100
17933,100,"Sí",100
17930,100,"No",100
17929,100,"No",100
17917,100,"No",100
17916,100,"No",100
17942,100,"No",100
17939,100,"No",100
17938,100,"No",100
17936,100,"No",100
17935,100,"No",100
17951,100,"No",100
17950,100,"No",100
17947,100,"No",100
17946,100,"No",100
17943,100,"No",100
17961,100,"No",100
17959,100,"No",100
17957,100,"No",100
17956,100,"No",100
17953,100,"No",100
17968,100,"No",100
17965,100,"No",100
17964,100,"No",100
17963,100,"No",100
17962,100,"No",100
17977,100,"No",100
17975,100,"No",100
17974,100,"No",100
17971,100,"No",100
17970,50,"Sí",50
17986,100,"No",100
17982,100,"No",100
17980,100,"No",100
17979,50,"Sí",50
17978,100,"No",100
17995,100,"No",100
17991,26.67,"Sí",27
17989,100,"No",100
17988,100,"No",100
17987,100,"No",100
18002,100,"No",100
18001,100,"No",100
17998,100,"No",100
17997,100,"No",100
17996,100,"No",100
18008,100,"No",100
18007,100,"No",100
18006,100,"No",100
18005,100,"No",100
18003,100,"No",100
18013,100,"No",100
18012,100,"No",100
18011,100,"No",100
18010,100,"No",100
18009,100,"No",100
18022,100,"No",100
18020,100,"No",100
18017,100,"No",100
18016,100,"No",100
18015,100,"No",100
18028,100,"No",100
18027,100,"No",100
18025,100,"No",100
18024,100,"No",100
18023,100,"No",100
18033,100,"No",100
18032,100,"No",100
18031,85,"Sí",85
18030,100,"No",100
18029,100,"No",100
18038,100,"No",100
18037,100,"No",100
18036,100,"No",100
18035,100,"No",100
18034,100,"No",100
18044,100,"No",100
18043,100,"No",100
18041,100,"No",100
18040,100,"No",100
18039,100,"No",100
18051,100,"No",100
18050,100,"Sí",100
18049,100,"No",100
18048,100,"No",100
18045,100,"No",100
18057,100,"No",100
18056,50,"Sí",50
18055,66.67,"Sí",67
18054,25,"Sí",25
18052,100,"No",100
18062,100,"No",100
18061,100,"No",100
18060,100,"No",100
18059,100,"No",100
18058,50,"Sí",50
18068,100,"Sí",100
18066,100,"No",100
18065,100,"No",100
18064,100,"No",100
18063,100,"No",100
18074,100,"No",100
18072,100,"No",100
18071,100,"No",100
18070,66.67,"Sí",67
18069,100,"No",100
18079,100,"No",100
18078,100,"No",100
18077,100,"No",100
18076,100,"No",100
18075,100,"No",100
18085,100,"No",100
18084,100,"No",100
18083,100,"No",100
18081,100,"No",100
18080,100,"No",100
18090,100,"No",100
18089,100,"No",100
18088,100,"No",100
18087,100,"No",100
18086,100,"No",100
18097,66.67,"Sí",67
18096,66.67,"Sí",67
18095,100,"No",100
18093,100,"No",100
18091,66.67,"Sí",67
18104,18,"No",18
18102,100,"No",100
18101,25,"Sí",25
18099,100,"No",100
18098,100,"No",100
18109,100,"No",100
18108,100,"No",100
18107,100,"No",100
18106,100,"No",100
18105,100,"No",100
18119,100,"No",100
18118,25,"Sí",25
18117,100,"No",100
18114,100,"No",100
18111,100,"No",100
18124,100,"No",100
18123,100,"No",100
18122,100,"No",100
18121,100,"No",100
18120,100,"No",100
18131,100,"No",100
18130,100,"No",100
18128,100,"No",100
18126,100,"No",100
18125,72.97,"Sí",73
18140,100,"No",100
18135,100,"Sí",100
18134,100,"No",100
18133,25,"Sí",25
18132,100,"No",100
18150,100,"No",100
18149,18,"Sí",18
18144,100,"No",100
18143,100,"No",100
18142,100,"No",100
18159,100,"No",100
18158,100,"No",100
18157,72.97,"Sí",73
18152,100,"No",100
18151,100,"Sí",100
18167,25,"Sí",25
18166,100,"No",100
18164,100,"No",100
18161,25,"Sí",25
18160,100,"No",100
18178,100,"No",100
18176,100,"No",100
18175,100,"No",100
18173,100,"No",100
18169,100,"No",100
18184,100,"No",100
18183,15,"Sí",15
18182,100,"No",100
18181,100,"Sí",100
18179,100,"No",100
18189,100,"No",100
18188,100,"No",100
18187,100,"No",100
18186,100,"No",100
18185,100,"No",100
18195,100,"No",100
18194,100,"No",100
18192,66.67,"Sí",67
18191,100,"No",100
18190,15,"Sí",15
18200,100,"No",100
18199,15,"Sí",15
18198,100,"No",100
18197,100,"No",100
18196,100,"No",100
18206,100,"No",100
18205,25,"Sí",25
18204,100,"Sí",100
18203,100,"No",100
18202,100,"No",100
18211,90.99,"Sí",91
18210,100,"No",100
18209,25,"Sí",25
18208,100,"No",100
18207,25,"Sí",25
18219,15,"Sí",15
18218,100,"No",100
18215,100,"No",100
18214,100,"No",100
18212,25,"Sí",25
18224,100,"No",100
18223,100,"No",100
18222,100,,100
18221,100,"No",100
18220,100,"No",100
18230,100,"No",100
18229,100,"No",100
18228,100,"No",100
18227,100,"No",100
18225,100,"No",100
18235,100,"No",100
18234,100,"No",100
18233,100,"No",100
18232,100,"No",100
18231,100,"No",100
18242,100,"No",100
18239,100,"No",100
